PMID	geneid	diseaseid	word	importance_score	org_prob_score	perturbed_prob_score	original_prediction
18322368	2896	D003704	variations	1.0430439800757085e-05	0.9999821186065674	0.999961256980896	1
18322368	2896	D003704	terminology	0.0014400861214056704	0.9999821186065674	0.9971018433570862	1
18322368	2896	D003704	describing	0.0017074331941273613	0.9999821186065674	0.9965671300888062	1
18322368	2896	D003704	hereditary	0.006583335987158989	0.9999821186065674	0.9868149757385254	1
18322368	2896	D003704	disease	0.08045323052020592	0.9999821186065674	0.9999586343765259	1
18322368	2896	D003704	park	0.00013449307091661922	0.9999821186065674	0.9998748302459717	1
18322368	2896	D003704	related	2.4913850495522638e-05	0.9999821186065674	0.9999730587005615	1
18322368	2896	D003704	diseases	2.2231737403899388e-05	0.9999821186065674	0.9999667406082153	1
18322368	2896	D003704	lessons	8.105941788016935e-06	0.9999821186065674	0.9999659061431885	1
18322368	2896	D003704	past	1.4006590589588086e-05	0.9999821186065674	0.999954104423523	1
18322368	2896	D003704	studies	3.832441595363889e-05	0.9999821186065674	0.9999750852584839	1
18322368	2896	D003704	genetic	5.084094371454739e-05	0.9999821186065674	0.9998804330825806	1
18322368	2896	D003704	shown	1.2099310168878219e-05	0.9999821186065674	0.9999579191207886	1
18322368	2896	D003704	major	9.473819464744793e-05	0.9999821186065674	0.999966025352478	1
18322368	2896	D003704	discoveries	5.185418643804951e-06	0.9999821186065674	0.9999717473983765	1
18322368	2896	D003704	path	5.084094371454739e-05	0.9999821186065674	0.9998804330825806	1
18322368	2896	D003704	various	9.417197077254968e-06	0.9999821186065674	0.9999632835388184	1
18322368	2896	D003704	positive	7.331109117103551e-06	0.9999821186065674	0.9999674558639526	1
18322368	2896	D003704	front	0.0004691611822380537	0.9999821186065674	0.9998828172683716	1
18322368	2896	D003704	recently	6.878130017184958e-05	0.9999821186065674	0.9999586343765259	1
18322368	2896	D003704	found	2.4317825364050805e-05	0.9999821186065674	0.9999334812164307	1
18322368	2896	D003704	caused	3.3079394796686756e-05	0.9999821186065674	0.9999159574508667	1
18322368	2896	D003704	mutations	0.0002773900961869913	0.9999821186065674	0.9999489784240723	1
18322368	2896	D003704	genes	0.0009628189973795998	0.9999821186065674	0.9999600648880005	1
18322368	2896	D003704	gene	0.00012966526735169737	0.9999821186065674	0.9999626874923706	1
18322368	2896	D003704	constituent	1.549665341826767e-05	0.9999821186065674	0.9999511241912842	1
18322368	2896	D003704	inclusion	0.00015085396077552105	0.9999821186065674	0.9996803998947144	1
18322368	2896	D003704	subsequently	1.3410565458116253e-05	0.9999821186065674	0.9999552965164185	1
18322368	2896	D003704	identified	6.675481472484535e-06	0.9999821186065674	0.9999687671661377	1
