PMID	geneid	diseaseid	word	importance_score	org_prob_score	perturbed_prob_score	original_prediction
1834320	3073	D013661	bio	0.0001723170280456543	0.9999921321868896	0.999819815158844	1
1834320	3073	D013661	genetics	4.875659942626953e-05	0.9999921321868896	0.9999433755874634	1
1834320	3073	D013661	disease	0.0026657581329345703	0.9999921321868896	0.9999756813049316	1
1834320	3073	D013661	one	1.3113021850585938e-05	0.9999921321868896	0.9999790191650391	1
1834320	3073	D013661	diseases	-1.5497207641601562e-06	0.9999921321868896	0.9999936819076538	1
1834320	3073	D013661	known	2.6702880859375e-05	0.9999921321868896	0.9999654293060303	1
1834320	3073	D013661	causes	4.2557716369628906e-05	0.9999921321868896	0.99994957447052	1
1834320	3073	D013661	results	2.0265579223632812e-06	0.9999921321868896	0.9999901056289673	1
1834320	3073	D013661	mutations	0.00017911195755004883	0.9999921321868896	0.9999916553497314	1
1834320	3073	D013661	genes	0.06513869762420654	0.9999921321868896	0.9348534345626831	1
1834320	3073	D013661	gene	4.220008850097656e-05	0.9999921321868896	0.999991774559021	1
1834320	3073	D013661	encoding	1.430511474609375e-05	0.9999921321868896	0.9999778270721436	1
1834320	3073	D013661	alpha	1.3113021850585938e-06	0.9999921321868896	0.9999914169311523	1
1834320	3073	D013661	subunit	3.6954879760742188e-06	0.9999921321868896	0.99998939037323	1
1834320	3073	D013661	beta	1.6689300537109375e-06	0.9999921321868896	0.9999911785125732	1
1834320	3073	D013661	producing	5.9604644775390625e-06	0.9999921321868896	0.9999861717224121	1
1834320	3073	D013661	destructive	1.430511474609375e-06	0.9999921321868896	0.999990701675415	1
1834320	3073	D013661	gang	3.814697265625e-06	0.9999921321868896	0.999988317489624	1
1834320	3073	D013661	accumulation	1.430511474609375e-06	0.9999921321868896	0.999990701675415	1
1834320	3073	D013661	principally	5.960464477539062e-07	0.9999921321868896	0.9999915361404419	1
1834320	3073	D013661	neurons	3.2186508178710938e-06	0.9999921321868896	0.9999889135360718	1
1834320	3073	D013661	determination	2.5033950805664062e-06	0.9999921321868896	0.9999926090240479	1
1834320	3073	D013661	protein	2.5033950805664062e-06	0.9999921321868896	0.9999896287918091	1
1834320	3073	D013661	sequence	1.0728836059570312e-06	0.9999921321868896	0.9999910593032837	1
1834320	3073	D013661	sequences	5.841255187988281e-06	0.9999921321868896	0.9999862909317017	1
1834320	3073	D013661	complex	-2.384185791015625e-07	0.9999921321868896	0.9999923706054688	1
1834320	3073	D013661	pathway	3.5762786865234375e-07	0.9999921321868896	0.999991774559021	1
1834320	3073	D013661	sub	1.6689300537109375e-06	0.9999921321868896	0.9999904632568359	1
1834320	3073	D013661	processing	9.5367431640625e-07	0.9999921321868896	0.9999911785125732	1
1834320	3073	D013661	enzyme	-8.344650268554688e-07	0.9999921321868896	0.9999929666519165	1
1834320	3073	D013661	determined	2.5033950805664062e-06	0.9999921321868896	0.9999896287918091	1
1834320	3073	D013661	recently	-1.5497207641601562e-06	0.9999921321868896	0.9999936819076538	1
1834320	3073	D013661	detailed	8.344650268554688e-07	0.9999921321868896	0.9999912977218628	1
1834320	3073	D013661	knowledge	-2.384185791015625e-07	0.9999921321868896	0.9999923706054688	1
1834320	3073	D013661	structure	4.76837158203125e-06	0.9999921321868896	0.9999873638153076	1
1834320	3073	D013661	allowed	8.940696716308594e-06	0.9999921321868896	0.9999831914901733	1
1834320	3073	D013661	specific	1.8358230590820312e-05	0.9999921321868896	0.9999737739562988	1
1834320	3073	D013661	causing	0.0003281831741333008	0.9999921321868896	0.9996639490127563	1
1834320	3073	D013661	high	2.002716064453125e-05	0.9999921321868896	0.999990701675415	1
1834320	3073	D013661	incidence	1.1563301086425781e-05	0.9999921321868896	0.9999805688858032	1
1834320	3073	D013661	ash	2.0384788513183594e-05	0.9999921321868896	0.9999717473983765	1
1834320	3073	D013661	attributed	9.5367431640625e-07	0.9999921321868896	0.9999911785125732	1
1834320	3073	D013661	predominantly	2.6226043701171875e-06	0.9999921321868896	0.9999895095825195	1
1834320	3073	D013661	three	-3.5762786865234375e-07	0.9999921321868896	0.9999924898147583	1
1834320	3073	D013661	present	4.172325134277344e-06	0.9999921321868896	0.9999879598617554	1
1834320	3073	D013661	frequency	1.430511474609375e-06	0.9999921321868896	0.999990701675415	1
1834320	3073	D013661	non	7.462501525878906e-05	0.9999921321868896	0.9999175071716309	1
1834320	3073	D013661	two	1.0609626770019531e-05	0.9999921321868896	0.9999815225601196	1
1834320	3073	D013661	dozen	1.7881393432617188e-06	0.9999921321868896	0.9999903440475464	1
1834320	3073	D013661	identified	-4.76837158203125e-07	0.9999921321868896	0.9999926090240479	1
1834320	3073	D013661	thus	4.5299530029296875e-06	0.9999921321868896	0.9999876022338867	1
1834320	3073	D013661	far	8.463859558105469e-06	0.9999921321868896	0.9999836683273315	1
1834320	3073	D013661	catalog	3.147125244140625e-05	0.9999921321868896	0.9999606609344482	1
1834320	3073	D013661	important	8.344650268554688e-07	0.9999921321868896	0.9999912977218628	1
1834320	3073	D013661	implications	-3.5762786865234375e-07	0.9999921321868896	0.9999924898147583	1
1834320	3073	D013661	carrier	-1.5497207641601562e-06	0.9999921321868896	0.9999936819076538	1
1834320	3073	D013661	screening	2.86102294921875e-06	0.9999921321868896	0.9999892711639404	1
1834320	3073	D013661	pre	1.4662742614746094e-05	0.9999921321868896	0.9999774694442749	1
1834320	3073	D013661	diagnosis	0.0007474422454833984	0.9999921321868896	0.9992446899414062	1
10694284	3077	D006432	genes	0.001266181468963623	0.9999905824661255	0.9998601675033569	1
10694284	3077	D006432	disease	0.00011157989501953125	0.9999905824661255	0.9999794960021973	1
10694284	3077	D006432	common	3.0994415283203125e-06	0.9999905824661255	0.9999874830245972	1
10694284	3077	D006432	inherited	2.1457672119140625e-06	0.9999905824661255	0.9999884366989136	1
10694284	3077	D006432	disorder	2.384185791015625e-06	0.9999905824661255	0.9999881982803345	1
10694284	3077	D006432	iron	1.0609626770019531e-05	0.9999905824661255	0.9999897480010986	1
10694284	3077	D006432	metabolism	2.014636993408203e-05	0.9999905824661255	0.9999799728393555	1
10694284	3077	D006432	screening	1.5616416931152344e-05	0.9999905824661255	0.9999853372573853	1
10694284	3077	D006432	studies	9.298324584960938e-06	0.9999905824661255	0.9999912977218628	1
10694284	3077	D006432	indicate	8.344650268554688e-06	0.9999905824661255	0.9999822378158569	1
10694284	3077	D006432	prevalence	1.6450881958007812e-05	0.9999905824661255	0.9999741315841675	1
10694284	3077	D006432	one	5.4836273193359375e-06	0.9999905824661255	0.9999905824661255	1
10694284	3077	D006432	200	3.5762786865234375e-07	0.9999905824661255	0.9999902248382568	1
10694284	3077	D006432	400	2.9802322387695312e-06	0.9999905824661255	0.9999876022338867	1
10694284	3077	D006432	depending	7.748603820800781e-06	0.9999905824661255	0.9999828338623047	1
10694284	3077	D006432	population	3.0994415283203125e-06	0.9999905824661255	0.9999909400939941	1
10694284	3077	D006432	studied	1.1682510375976562e-05	0.9999905824661255	0.9999788999557495	1
10694284	3077	D006432	carrier	2.1457672119140625e-05	0.9999905824661255	0.9999691247940063	1
10694284	3077	D006432	rate	3.159046173095703e-05	0.9999905824661255	0.9999589920043945	1
10694284	3077	D006432	seven	6.556510925292969e-06	0.9999905824661255	0.9999840259552002	1
10694284	3077	D006432	fed	1.0728836059570312e-05	0.9999905824661255	0.9999798536300659	1
10694284	3077	D006432	identified	4.172325134277344e-06	0.9999905824661255	0.9999864101409912	1
10694284	3077	D006432	gene	2.384185791015625e-06	0.9999905824661255	0.9999939203262329	1
10694284	3077	D006432	1996	-1.0728836059570312e-06	0.9999905824661255	0.9999916553497314	1
10694284	3077	D006432	two	3.814697265625e-06	0.9999905824661255	0.9999867677688599	1
10694284	3077	D006432	candidate	2.9802322387695312e-06	0.9999905824661255	0.99998939037323	1
10694284	3077	D006432	mutations	-1.1920928955078125e-07	0.9999905824661255	0.999990701675415	1
10694284	3077	D006432	mutation	1.7881393432617188e-06	0.9999905824661255	0.9999938011169434	1
10694284	3077	D006432	shown	-1.5497207641601562e-06	0.9999905824661255	0.9999921321868896	1
10694284	3077	D006432	responsible	1.5616416931152344e-05	0.9999905824661255	0.9999749660491943	1
10694284	3077	D006432	majority	8.106231689453125e-06	0.9999905824661255	0.999982476234436	1
10694284	3077	D006432	cases	8.90493392944336e-05	0.9999905824661255	0.9999827146530151	1
10694284	3077	D006432	worldwide	-2.384185791015625e-07	0.9999905824661255	0.9999908208847046	1
10694284	3077	D006432	discovery	3.2186508178710938e-06	0.9999905824661255	0.9999904632568359	1
10694284	3077	D006432	led	2.6226043701171875e-06	0.9999905824661255	0.9999879598617554	1
10694284	3077	D006432	rapid	0.0	0.9999905824661255	0.9999905824661255	1
10694284	3077	D006432	advances	8.225440979003906e-06	0.9999905824661255	0.9999823570251465	1
10694284	3077	D006432	field	3.814697265625e-06	0.9999905824661255	0.9999867677688599	1
10694284	3077	D006432	although	5.0067901611328125e-06	0.9999905824661255	0.9999855756759644	1
10694284	3077	D006432	basic	2.5033950805664062e-06	0.9999905824661255	0.9999880790710449	1
