PMID	geneid	diseaseid	word	importance_score	org_prob_score	perturbed_prob_score	original_prediction
18322368	2896	D003704	variations	-0.0	0.011689962819218636	0.19709159433841705	0
18322368	2896	D003704	terminology	-0.0	0.011689962819218636	0.025868019089102745	0
18322368	2896	D003704	describing	-0.0	0.011689962819218636	0.1584988683462143	0
18322368	2896	D003704	hereditary	-0.0	0.011689962819218636	0.052468061447143555	0
18322368	2896	D003704	disease	0.0	0.011689962819218636	0.07487177848815918	0
18322368	2896	D003704	park	-0.0	0.011689962819218636	0.20490621030330658	0
18322368	2896	D003704	related	-0.0	0.011689962819218636	0.3630981743335724	0
18322368	2896	D003704	diseases	-0.0	0.011689962819218636	0.17026355862617493	0
18322368	2896	D003704	lessons	-0.0	0.011689962819218636	0.015030172653496265	0
18322368	2896	D003704	past	-0.0	0.011689962819218636	0.14150191843509674	0
18322368	2896	D003704	studies	-0.0	0.011689962819218636	0.0635397657752037	0
18322368	2896	D003704	genetic	-0.0	0.011689962819218636	0.022566214203834534	0
18322368	2896	D003704	shown	-0.0	0.011689962819218636	0.015015797689557076	0
18322368	2896	D003704	major	-0.0	0.011689962819218636	0.11908885836601257	0
18322368	2896	D003704	discoveries	-0.0	0.011689962819218636	0.012834480032324791	0
18322368	2896	D003704	path	-0.0	0.011689962819218636	0.050218626856803894	0
18322368	2896	D003704	various	-0.0	0.011689962819218636	0.027539802715182304	0
18322368	2896	D003704	positive	-0.0	0.011689962819218636	0.08040085434913635	0
18322368	2896	D003704	front	-0.0	0.011689962819218636	0.43517619371414185	0
18322368	2896	D003704	recently	-0.0	0.011689962819218636	0.2360716611146927	0
18322368	2896	D003704	found	-0.0	0.011689962819218636	0.014430785551667213	0
18322368	2896	D003704	caused	-0.0	0.011689962819218636	0.011948284693062305	0
18322368	2896	D003704	mutations	-0.0	0.011689962819218636	0.058942195028066635	0
18322368	2896	D003704	genes	-0.0	0.011689962819218636	0.2953028380870819	0
18322368	2896	D003704	gene	-0.0	0.011689962819218636	0.15607546269893646	0
18322368	2896	D003704	constituent	-0.0	0.011689962819218636	0.10299552232027054	0
18322368	2896	D003704	inclusion	-0.0	0.011689962819218636	0.025643695145845413	0
18322368	2896	D003704	subsequently	-0.0	0.011689962819218636	0.014693903736770153	0
18322368	2896	D003704	identified	-0.0	0.011689962819218636	0.13181348145008087	0
18322368	2896	D003704	map	-0.0	0.011689962819218636	0.07157095521688461	0
18322368	2896	D003704	causes	-0.0	0.011689962819218636	0.04121498018503189	0
18322368	2896	D003704	linked	-0.0	0.011689962819218636	0.01382371038198471	0
